"V1","V2","V3"
268.3284794173,-42.6443912300722,55.1118752876943
312.728560467567,11.5467919986552,-10.4707557178725
302.819206824502,-21.1547492590379,17.1685422976565
323.447515974363,-14.9478777181988,26.8570668624885
297.038301641105,-34.4837977183508,26.6573225330889
306.444719603332,-0.991924902400612,27.4972166441764
307.044350815834,-7.64492135133369,40.0687105325945
316.3664808945,-41.1700831413302,15.5413760636702
279.236260442817,-16.8008188587117,51.1613003624856
305.554368671191,-7.67727287115898,40.9806945834507
309.636021829724,-18.5581345882815,13.4176680853069
319.183768113642,-0.347926626546354,1.82021955354702
321.602354807486,-7.73106509790431,47.9463462907491
337.437796331268,-6.73801538476368,41.8125637701555
296.961593389254,-15.7540383374694,48.4985145075206
302.521453374515,-9.56062211194696,11.7062388948179
331.336763447553,-2.07110126692673,33.2297910633196
293.408130164439,-18.3718088019967,-12.8263750672287
317.55575812506,-61.0717029146016,60.1152973176375
314.786695611167,5.71609110701688,25.8707824128849
364.080262215635,-56.4426147730963,15.4531342009624
313.671148092129,-12.4007007728392,-23.9267610318553
291.985794026273,9.52415100543288,14.4030135467484
334.470310223283,5.35430054559951,-13.5773388980997
348.093753544191,-17.7047388952468,39.7889020448756
341.600434953657,6.66697694906618,-9.55936186832737
279.008065298039,-13.0258823847406,48.8603812612056
336.475660176054,-13.5877309541016,9.65449407719906
325.092761307263,25.1392669095823,-0.60935878045693
374.049042932756,-15.9031809546291,-19.2619517408995
